horizon,model,mse_mean,mse_std,mae_mean,mae_std,best_val_scaled_mse_mean
90,msrt,152957.73125,4161.721201241185,301.02857666015626,4.514923019050774,0.3756692945957184
90,lstm,158054.225,5831.539878188552,305.8511962890625,5.948277781475058,0.3906250596046448
90,transformer,163717.046875,11734.784371937107,311.7473083496094,12.47122857427796,0.37453694343566896
365,msrt,159393.984375,8654.324056653038,307.74729614257814,11.58734626133953,0.5805316925048828
365,lstm,161620.65,7855.897861714869,310.68134155273435,9.87080178949892,0.5748181700706482
365,transformer,171289.15,9035.71388242586,322.9727844238281,11.395391953586545,0.5804645180702209
